City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Namibe,AO,2022-06-07 12:36:53,-15.1961,12.1522,84.38,35,29,10.27
281,Kologriv,RU,2022-06-07 12:36:54,58.8275,44.3178,59.83,49,96,11.72
282,Poum,NC,2022-06-07 12:36:54,-20.2333,164.0167,76.06,74,99,12.64
283,Hamilton,US,2022-06-07 12:33:40,39.1834,-84.5333,68.85,97,100,6.91
284,Cabo San Lucas,MX,2022-06-07 12:36:55,22.8909,-109.9124,74.5,55,0,2.3
285,Tiksi,RU,2022-06-07 12:36:55,71.6872,128.8694,41.43,82,77,9.84
286,Naze,JP,2022-06-07 12:36:56,28.3667,129.4833,70.72,85,100,4.52
287,Port Lincoln,AU,2022-06-07 12:36:56,-34.7333,135.8667,54.73,68,98,10.45
288,Edd,ER,2022-06-07 12:36:56,13.9297,41.6925,92.88,48,100,8.66
289,Namatanai,PG,2022-06-07 12:36:57,-3.6667,152.4333,78.67,84,97,8.12
290,Praya,CV,2022-06-07 12:36:57,14.9215,-23.5087,82.94,57,20,16.11
291,Pacific Grove,US,2022-06-07 12:36:58,36.6177,-121.9166,53.28,93,75,5.99
